Condition,ID,Metabolite
schizophrenia,HMDB0001043,Arachidonic acid
schizophrenia,HMDB0001067,N-Acetylaspartylglutamic acid
schizophrenia,HMDB0001492,gamma-Tocopherol
schizophrenia,HMDB0001870,Benzoic acid
schizophrenia,HMDB0002212,Arachidic acid
schizophrenia,HMDB0002231,11Z-Eicosenoic acid
schizophrenia,HMDB0002259,Heptadecanoic acid
schizophrenia,HMDB0003339,D-Glutamic acid
schizophrenia,HMDB0003345,alpha-D-Glucose
schizophrenia,HMDB0006483,D-Aspartic acid
schizophrenia,HMDB0010382,LysoPC(16:0/0:0)
schizophrenia,HMDB0010384,LysoPC(18:0/0:0)
schizophrenia,HMDB0062583,N-benzoylglycinate
screen-positive cf,HMDB0000064,Creatine
screen-positive cf,HMDB0000156,Malic acid
screen-positive cf,HMDB0000168,L-Asparagine
screen-positive cf,HMDB0000292,Xanthine
screen-positive cf,HMDB0000511,Capric acid
screen-positive cf,HMDB0000562,Creatinine
screen-positive cf,HMDB0000638,Dodecanoic acid
screen-positive cf,HMDB0000744,Malate
screen-positive cf,HMDB0000943,Threonic acid
screen-positive cf,HMDB0011733,Glycyl-glycine
screen-positive cf,HMDB0032572,Methylparaben
screen-positive cf,HMDB0062620,L-Threonic Acid
sengers syndrome,HMDB0000190,L-Lactic acid
sepiapterin reductase deficiency,HMDB0000259,Serotonin
sepsis,HMDB0000042,Acetic acid
sepsis,HMDB0000122,D-Glucose
sepsis,HMDB0000148,L-Glutamic acid
sepsis,HMDB0000158,L-Tyrosine
sepsis,HMDB0000159,L-Phenylalanine
sepsis,HMDB0000190,L-Lactic acid
sepsis,HMDB0000201,L-Acetylcarnitine
sepsis,HMDB0000258,Sucrose
sepsis,HMDB0000562,Creatinine
sepsis,HMDB0000929,L-Tryptophan
sepsis,HMDB0002005,Methionine sulfoxide
sepsis,HMDB0002815,LysoPC(18:1(9Z)/0:0)
sepsis,HMDB0003213,Raffinose
sepsis,HMDB0003345,alpha-D-Glucose
sepsis,HMDB0005006,Atorvastatin
sepsis,HMDB0010382,LysoPC(16:0/0:0)
sepsis,HMDB0013609,D-Tryptophan
septic shock,HMDB0000050,Adenosine
septic shock,HMDB0000195,Inosine
"serine deficiency syndrome, infantile",HMDB0000187,L-Serine
severe acute malnutrition,HMDB0000036,Taurocholic acid
severe acute malnutrition,HMDB0000138,Glycocholic acid
severe acute malnutrition,HMDB0000619,Cholic acid
severe acute malnutrition,HMDB0000637,Chenodeoxycholic acid glycine conjugate
severe acute malnutrition,HMDB0000708,Glycoursodeoxycholic acid
severe acute malnutrition,HMDB0000951,Taurochenodesoxycholic acid
severe traumatic brain injury (tbi),HMDB0002825,Theobromine
short bowel syndrome,HMDB0000852,beta-Sitosterol
short bowel syndrome,HMDB0003374,D-Ornithine
short chain acyl-coa dehydrogenase deficiency,HMDB0000661,Glutaric acid
short chain acyl-coa dehydrogenase deficiency,HMDB0001844,Methylsuccinic acid
short chain acyl-coa dehydrogenase deficiency (scad),HMDB0000448,Adipic acid
short chain acyl-coa dehydrogenase deficiency (scad),HMDB0000661,Glutaric acid
short chain acyl-coa dehydrogenase deficiency (scad),HMDB0000701,Hexanoylglycine
short chain acyl-coa dehydrogenase deficiency (scad),HMDB0000808,N-Butyrylglycine
short chain acyl-coa dehydrogenase deficiency (scad),HMDB0001844,Methylsuccinic acid
short-chain enoyl-coa hydratase deficiency,HMDB0012141,"(R)-2,3-Dihydroxy-isovalerate"
short-chain l-3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0000011,3-Hydroxybutyric acid
short-chain l-3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0000122,D-Glucose
short-chain l-3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0000201,L-Acetylcarnitine
short-chain l-3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0003345,alpha-D-Glucose
short-chain l-3-hydroxyacyl-coa dehydrogenase deficiency,HMDB0013127,3-Hydroxybutyrylcarnitine
"sialidosis, normosomatic type",HMDB0000230,N-Acetylneuraminic acid
sickle cell anemia,HMDB0000742,Homocysteine
sickle cell disease-ss (scd-ss),HMDB0001545,Pyridoxal
sitosterolemia,HMDB0000852,beta-Sitosterol
small intestinal bacterial overgrowth,HMDB0000098,D-Xylose
"small intestinal malabsorption, hiv, & cryptosporidiosis",HMDB0000098,D-Xylose
"small intestinal malabsorption, hiv, & diarrhea",HMDB0000098,D-Xylose
"small intestinal malabsorption, scleroderma, & bacterial overgrowth",HMDB0000098,D-Xylose
smith-lemli-opitz syndrome,HMDB0000067,Cholesterol
smoking,HMDB0000873,4-Methylcatechol
solid tumors,HMDB0000034,Adenine
solid tumors,HMDB0000157,Hypoxanthine
solid tumors,HMDB0000195,Inosine
solid tumors,HMDB0000262,Thymine
soy consumption ( ileostomies),HMDB0005781,Glycitein
soy consumption (ileostomies),HMDB0003217,Genistein
soy consumption (ileostomies),HMDB0003312,Daidzein
spina bifida,HMDB0000097,Choline
spinocerebellar degeneration,HMDB0000112,gamma-Aminobutyric acid
sporadic narcolepsy-cataplexy,HMDB0000870,Histamine
stomach cancer,HMDB0000067,Cholesterol
stomach cancer,HMDB0000148,L-Glutamic acid
stomach cancer,HMDB0000243,Pyruvic acid
stomach cancer,HMDB0000271,Sarcosine
stomach cancer,HMDB0000289,Uric acid
stomach cancer,HMDB0000562,Creatinine
stomach cancer,HMDB0000700,Hydroxypropionic acid
stomach cancer,HMDB0000784,Azelaic acid
stomach cancer,HMDB0000943,Threonic acid
stomach cancer,HMDB0003331,1-Methyladenosine
stress urinary incontinence,HMDB0005972,Tetrahydrodeoxycortisol
stroke,HMDB0000574,L-Cysteine
stroke,HMDB0000742,Homocysteine
stroke,HMDB0002183,Docosahexaenoic acid
succinic semialdehyde dehydrogenase deficiency,HMDB0000710,4-Hydroxybutyric acid
succinyl coa: 3-ketoacid coa transferase deficiency,HMDB0000060,Acetoacetic acid
sulfite oxidase deficiency,HMDB0000157,Hypoxanthine
sulfite oxidase deficiency,HMDB0000190,L-Lactic acid
sulfite oxidase deficiency,HMDB0000251,Taurine
sulfite oxidase deficiency,HMDB0000289,Uric acid
sulfite oxidase deficiency,HMDB0000292,Xanthine
sulfite oxidase deficiency,HMDB0000574,L-Cysteine
sulfite oxidase deficiency,HMDB0000742,Homocysteine
superficial gastric cancer,HMDB0000148,L-Glutamic acid
superficial gastric cancer,HMDB0000289,Uric acid
superficial gastric cancer,HMDB0000562,Creatinine
superficial gastric cancer,HMDB0000784,Azelaic acid
superficial gastric cancer,HMDB0000943,Threonic acid
superficial gastric cancer,HMDB0062620,L-Threonic Acid
supradiaphragmatic malignancy,HMDB0000500,4-Hydroxybenzoic acid
supragingival calculus,HMDB0000182,L-Lysine
supragingival calculus,HMDB0000209,Phenylacetic acid
supragingival calculus,HMDB0000267,Pyroglutamic acid
supragingival calculus,HMDB0003355,5-Aminopentanoic acid
supragingival calculus,HMDB0028907,Isoleucyl-Glycine
supragingival plaque,HMDB0000206,N6-Acetyl-L-lysine
supragingival plaque,HMDB0000209,Phenylacetic acid
supragingival plaque,HMDB0000294,Urea
supragingival plaque,HMDB0000689,Isocaproic acid
supragingival plaque,HMDB0000718,Isovaleric acid
supragingival plaque,HMDB0000746,Hydroxyisocaproic acid
supragingival plaque,HMDB0000755,Hydroxyphenyllactic acid
supragingival plaque,HMDB0000764,Hydrocinnamic acid
supragingival plaque,HMDB0000779,Phenyllactic acid
supragingival plaque,HMDB0001429,Phosphate
supragingival plaque,HMDB0002199,Desaminotyrosine
supragingival plaque,HMDB0002271,Imidazolepropionic acid
supragingival plaque,HMDB0003355,5-Aminopentanoic acid
supragingival plaque,HMDB0059655,2-Hydroxyglutarate
symptomatic uncomplicated diverticular disease,HMDB0000039,Butyric acid
symptomatic uncomplicated diverticular disease,HMDB0000042,Acetic acid
symptomatic uncomplicated diverticular disease,HMDB0000097,Choline
symptomatic uncomplicated diverticular disease,HMDB0000108,Ethanol
symptomatic uncomplicated diverticular disease,HMDB0000122,D-Glucose
symptomatic uncomplicated diverticular disease,HMDB0000123,Glycine
symptomatic uncomplicated diverticular disease,HMDB0000134,Fumaric acid
symptomatic uncomplicated diverticular disease,HMDB0000142,Formic acid
symptomatic uncomplicated diverticular disease,HMDB0000148,L-Glutamic acid
symptomatic uncomplicated diverticular disease,HMDB0000161,L-Alanine
symptomatic uncomplicated diverticular disease,HMDB0000215,N-Acetyl-D-glucosamine
symptomatic uncomplicated diverticular disease,HMDB0000300,Uracil
symptomatic uncomplicated diverticular disease,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid
symptomatic uncomplicated diverticular disease,HMDB0000696,L-Methionine
symptomatic uncomplicated diverticular disease,HMDB0000718,Isovaleric acid
symptomatic uncomplicated diverticular disease,HMDB0000883,L-Valine
symptomatic uncomplicated diverticular disease,HMDB0000892,Valeric acid
symptomatic uncomplicated diverticular disease,HMDB0000906,Trimethylamine
symptomatic uncomplicated diverticular disease,HMDB0001406,Niacinamide
symptomatic uncomplicated diverticular disease,HMDB0003345,alpha-D-Glucose
systemic lupus erythematosus (sle),HMDB0000053,Androstenedione
systemic lupus erythematosus (sle),HMDB0001032,Dehydroepiandrosterone sulfate
systemic lupus erythematosus (sle),HMDB0002802,Cortisone
temporomandibular joint disorder (tmd),HMDB0000156,Malic acid
temporomandibular joint disorder (tmd),HMDB0000161,L-Alanine
temporomandibular joint disorder (tmd),HMDB0000190,L-Lactic acid
temporomandibular joint disorder (tmd),HMDB0000262,Thymine
temporomandibular joint disorder (tmd),HMDB0000744,Malate
thymidine phosphorylase deficiency,HMDB0000012,Deoxyuridine
thymidine phosphorylase deficiency,HMDB0000273,Thymidine
thyroid cancer,HMDB0000053,Androstenedione
thyroid cancer,HMDB0000174,L-Fucose
thyroid cancer,HMDB0000352,16a-Hydroxydehydroisoandrosterone
thyroid cancer,HMDB0000449,5a-Tetrahydrocorticosterone
thyroid cancer,HMDB0000673,Linoleic acid
thyroid cancer,HMDB0000879,Tetrahydrodeoxycorticosterone
thyroid cancer,HMDB0001276,N1-Acetylspermidine
thyroid cancer,HMDB0001388,alpha-Linolenic acid
thyroid cancer,HMDB0001976,Docosapentaenoic acid (22n-6)
thyroid cancer,HMDB0002183,Docosahexaenoic acid
thyroid cancer,HMDB0002189,N8-Acetylspermidine
thyroid cancer,HMDB0002322,Cadaverine
thyroid cancer,HMDB0005821,beta-Cortol
thyroid cancer,HMDB0005972,Tetrahydrodeoxycortisol
tooth alignment disorders,HMDB0000011,3-Hydroxybutyric acid
tooth alignment disorders,HMDB0000089,Cytidine
tooth alignment disorders,HMDB0000133,Guanosine
tooth alignment disorders,HMDB0000462,Allantoin
tooth decay,HMDB0000062,L-Carnitine
tooth decay,HMDB0000133,Guanosine
tooth decay,HMDB0000162,L-Proline
tooth decay,HMDB0000195,Inosine
tooth decay,HMDB0000197,Indoleacetic acid
tooth decay,HMDB0000201,L-Acetylcarnitine
tooth decay,HMDB0000209,Phenylacetic acid
tooth decay,HMDB0000317,2-Hydroxy-3-methylpentanoic acid
tooth decay,HMDB0000695,Ketoleucine
tooth decay,HMDB0000710,4-Hydroxybutyric acid
tooth decay,HMDB0000718,Isovaleric acid
tooth decay,HMDB0000725,4-Hydroxyproline
tooth decay,HMDB0000746,Hydroxyisocaproic acid
tooth decay,HMDB0000764,Hydrocinnamic acid
tooth decay,HMDB0000904,Citrulline
tooth decay,HMDB0001257,Spermidine
tooth decay,HMDB0002802,Cortisone
transcobalamin ii deficiency,HMDB0000742,Homocysteine
transient wheezing,HMDB0001659,Acetone
transurethral prostatectomy syndrome,HMDB0000115,Glycolic acid
traumatic brain injury,HMDB0001860,Paraxanthine
traumatic brain injury,HMDB0001889,Theophylline
traumatic brain injury (tbi),HMDB0001847,Caffeine
traumatic brain injury (tbi),HMDB0001860,Paraxanthine
traumatic brain injury (tbi),HMDB0001889,Theophylline
traumatic brain injury (tbi),HMDB0002825,Theobromine
treated celiac disease,HMDB0000039,Butyric acid
treated celiac disease,HMDB0000042,Acetic acid
treated celiac disease,HMDB0000108,Ethanol
treated celiac disease,HMDB0000162,L-Proline
treated celiac disease,HMDB0000168,L-Asparagine
treated celiac disease,HMDB0000177,L-Histidine
treated celiac disease,HMDB0000228,Phenol
treated celiac disease,HMDB0000237,Propionic acid
treated celiac disease,HMDB0000306,Tyramine
treated celiac disease,HMDB0000535,Caproic acid
treated celiac disease,HMDB0000689,Isocaproic acid
treated celiac disease,HMDB0000696,L-Methionine
treated celiac disease,HMDB0000718,Isovaleric acid
treated celiac disease,HMDB0000791,Octanoylcarnitine
treated celiac disease,HMDB0000892,Valeric acid
treated celiac disease,HMDB0000925,Trimethylamine N-oxide
treated celiac disease,HMDB0000929,L-Tryptophan
treated celiac disease,HMDB0001659,Acetone
treated celiac disease,HMDB0001858,p-Cresol
treated celiac disease,HMDB0001873,Isobutyric acid
treated celiac disease,HMDB0061883,Caproate (6:0)
trimethylaminuria,HMDB0000906,Trimethylamine
trimethylaminuria,HMDB0000925,Trimethylamine N-oxide
tryptophanuria with dwarfism,HMDB0000197,Indoleacetic acid
tryptophanuria with dwarfism,HMDB0000929,L-Tryptophan
tuberculosis,HMDB0000161,L-Alanine
tuberculosis,HMDB0001929,Levofloxacin
tuberculous meningitis,HMDB0000034,Adenine
tuberculous meningitis,HMDB0000070,Pipecolic acid
tuberculous meningitis,HMDB0000112,gamma-Aminobutyric acid
tuberculous meningitis,HMDB0000294,Urea
tuberculous meningitis,HMDB0000715,Kynurenic acid
type 1 diabetes mellitus,HMDB0000087,Dimethylamine
type 1 diabetes mellitus,HMDB0000094,Citric acid
type 1 diabetes mellitus,HMDB0000112,gamma-Aminobutyric acid
type 1 diabetes mellitus,HMDB0000122,D-Glucose
type 1 diabetes mellitus,HMDB0000142,Formic acid
type 1 diabetes mellitus,HMDB0000190,L-Lactic acid
type 1 diabetes mellitus,HMDB0000243,Pyruvic acid
type 1 diabetes mellitus,HMDB0000714,Hippuric acid
type 1 diabetes mellitus,HMDB0000754,3-Hydroxyisovaleric acid
type 1 diabetes mellitus,HMDB0000883,L-Valine
type 1 diabetes mellitus,HMDB0003345,alpha-D-Glucose
type 1 diabetes mellitus,HMDB0062583,N-benzoylglycinate
type i diabetes,HMDB0000561,beta-Carotene
type i diabetes,HMDB0003000,Lycopene
typical pyridoxine-dependent seizures,HMDB0000112,gamma-Aminobutyric acid
tyrosinemia i,HMDB0000042,Acetic acid
tyrosinemia i,HMDB0000094,Citric acid
tyrosinemia i,HMDB0000123,Glycine
tyrosinemia i,HMDB0000158,L-Tyrosine
tyrosinemia i,HMDB0000177,L-Histidine
tyrosinemia i,HMDB0000182,L-Lysine
tyrosinemia i,HMDB0000517,L-Arginine
tyrosinemia i,HMDB0000562,Creatinine
tyrosinemia i,HMDB0000714,Hippuric acid
tyrosinemia i,HMDB0000866,N-Acetyl-L-tyrosine
tyrosinemia i,HMDB0000925,Trimethylamine N-oxide
tyrosinemia i,HMDB0062583,N-benzoylglycinate
ulcerative colitis,HMDB0000011,3-Hydroxybutyric acid
ulcerative colitis,HMDB0000012,Deoxyuridine
ulcerative colitis,HMDB0000014,Deoxycytidine
ulcerative colitis,HMDB0000017,4-Pyridoxic acid
ulcerative colitis,HMDB0000020,p-Hydroxyphenylacetic acid
ulcerative colitis,HMDB0000034,Adenine
ulcerative colitis,HMDB0000036,Taurocholic acid
ulcerative colitis,HMDB0000039,Butyric acid
ulcerative colitis,HMDB0000042,Acetic acid
ulcerative colitis,HMDB0000043,Betaine
ulcerative colitis,HMDB0000045,Adenosine monophosphate
ulcerative colitis,HMDB0000050,Adenosine
ulcerative colitis,HMDB0000056,beta-Alanine
ulcerative colitis,HMDB0000060,Acetoacetic acid
ulcerative colitis,HMDB0000064,Creatine
ulcerative colitis,HMDB0000089,Cytidine
ulcerative colitis,HMDB0000092,Dimethylglycine
ulcerative colitis,HMDB0000094,Citric acid
ulcerative colitis,HMDB0000097,Choline
ulcerative colitis,HMDB0000108,Ethanol
ulcerative colitis,HMDB0000112,gamma-Aminobutyric acid
ulcerative colitis,HMDB0000122,D-Glucose
ulcerative colitis,HMDB0000123,Glycine
ulcerative colitis,HMDB0000131,Glycerol
ulcerative colitis,HMDB0000133,Guanosine
ulcerative colitis,HMDB0000138,Glycocholic acid
ulcerative colitis,HMDB0000139,Glyceric acid
ulcerative colitis,HMDB0000148,L-Glutamic acid
ulcerative colitis,HMDB0000149,Ethanolamine
ulcerative colitis,HMDB0000157,Hypoxanthine
ulcerative colitis,HMDB0000158,L-Tyrosine
ulcerative colitis,HMDB0000159,L-Phenylalanine
ulcerative colitis,HMDB0000161,L-Alanine
ulcerative colitis,HMDB0000162,L-Proline
ulcerative colitis,HMDB0000167,L-Threonine
ulcerative colitis,HMDB0000168,L-Asparagine
ulcerative colitis,HMDB0000172,L-Isoleucine
ulcerative colitis,HMDB0000177,L-Histidine
ulcerative colitis,HMDB0000182,L-Lysine
ulcerative colitis,HMDB0000187,L-Serine
ulcerative colitis,HMDB0000190,L-Lactic acid
ulcerative colitis,HMDB0000191,L-Aspartic acid
ulcerative colitis,HMDB0000195,Inosine
ulcerative colitis,HMDB0000201,L-Acetylcarnitine
ulcerative colitis,HMDB0000209,Phenylacetic acid
ulcerative colitis,HMDB0000210,Pantothenic acid
ulcerative colitis,HMDB0000214,Ornithine
ulcerative colitis,HMDB0000224,O-Phosphoethanolamine
ulcerative colitis,HMDB0000226,Orotic acid
ulcerative colitis,HMDB0000228,Phenol
ulcerative colitis,HMDB0000230,N-Acetylneuraminic acid
ulcerative colitis,HMDB0000237,Propionic acid
ulcerative colitis,HMDB0000239,Pyridoxine
ulcerative colitis,HMDB0000247,Sorbitol
ulcerative colitis,HMDB0000251,Taurine
ulcerative colitis,HMDB0000254,Succinic acid
ulcerative colitis,HMDB0000258,Sucrose
ulcerative colitis,HMDB0000267,Pyroglutamic acid
ulcerative colitis,HMDB0000292,Xanthine
ulcerative colitis,HMDB0000296,Uridine
ulcerative colitis,HMDB0000299,Xanthosine
ulcerative colitis,HMDB0000300,Uracil
ulcerative colitis,HMDB0000306,Tyramine
ulcerative colitis,HMDB0000317,2-Hydroxy-3-methylpentanoic acid
ulcerative colitis,HMDB0000462,Allantoin
ulcerative colitis,HMDB0000466,3-Methylindole
ulcerative colitis,HMDB0000472,5-Hydroxy-L-tryptophan
ulcerative colitis,HMDB0000482,Caprylic acid
ulcerative colitis,HMDB0000510,Aminoadipic acid
ulcerative colitis,HMDB0000517,L-Arginine
ulcerative colitis,HMDB0000535,Caproic acid
ulcerative colitis,HMDB0000555,3-Methyladipic acid
ulcerative colitis,HMDB0000562,Creatinine
ulcerative colitis,HMDB0000577,5beta-Coprostanol
ulcerative colitis,HMDB0000619,Cholic acid
ulcerative colitis,HMDB0000623,Dodecanedioic acid
ulcerative colitis,HMDB0000626,Deoxycholic acid
ulcerative colitis,HMDB0000630,Cytosine
ulcerative colitis,HMDB0000641,L-Glutamine
ulcerative colitis,HMDB0000651,Decanoylcarnitine
ulcerative colitis,HMDB0000661,Glutaric acid
ulcerative colitis,HMDB0000666,Heptanoic acid
ulcerative colitis,HMDB0000673,Linoleic acid
ulcerative colitis,HMDB0000687,L-Leucine
ulcerative colitis,HMDB0000689,Isocaproic acid
ulcerative colitis,HMDB0000696,L-Methionine
ulcerative colitis,HMDB0000714,Hippuric acid
ulcerative colitis,HMDB0000715,Kynurenic acid
ulcerative colitis,HMDB0000718,Isovaleric acid
ulcerative colitis,HMDB0000719,L-Homoserine
ulcerative colitis,HMDB0000725,4-Hydroxyproline
ulcerative colitis,HMDB0000756,Hexanoylcarnitine
ulcerative colitis,HMDB0000764,Hydrocinnamic acid
ulcerative colitis,HMDB0000791,Octanoylcarnitine
ulcerative colitis,HMDB0000792,Sebacic acid
ulcerative colitis,HMDB0000847,Pelargonic acid
ulcerative colitis,HMDB0000883,L-Valine
ulcerative colitis,HMDB0000888,Undecanedioic acid
ulcerative colitis,HMDB0000892,Valeric acid
ulcerative colitis,HMDB0000904,Citrulline
ulcerative colitis,HMDB0000906,Trimethylamine
ulcerative colitis,HMDB0000925,Trimethylamine N-oxide
ulcerative colitis,HMDB0000929,L-Tryptophan
ulcerative colitis,HMDB0000951,Taurochenodesoxycholic acid
ulcerative colitis,HMDB0001257,Spermidine
ulcerative colitis,HMDB0001406,Niacinamide
ulcerative colitis,HMDB0001414,Putrescine
ulcerative colitis,HMDB0001488,Nicotinic acid
ulcerative colitis,HMDB0001659,Acetone
ulcerative colitis,HMDB0001844,Methylsuccinic acid
ulcerative colitis,HMDB0001858,p-Cresol
ulcerative colitis,HMDB0001873,Isobutyric acid
ulcerative colitis,HMDB0002199,Desaminotyrosine
ulcerative colitis,HMDB0002322,Cadaverine
ulcerative colitis,HMDB0003334,Symmetric dimethylarginine
