Biospecimen,Status,Value,Age,Sex,Condition,Reference,Details,ID
Saliva,Detected and Quantified,1.08 +/- 0.34 uM,Adult (>18 years old),Male,Alzheimer's disease,23857558,details,HMDB0000112
Saliva,Detected and Quantified,1.78 +/- 0.50 uM,Adult (>18 years old),Male,Frontotemporal lobe dementia,23857558,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oral squamous cell carcinoma (OSCC),21190195,details,HMDB0000112
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oral leukoplakia (OLK),21190195,details,HMDB0000112
Saliva,Detected and Quantified,5.46 +/- 5.62 uM,Adult (>18 years old),Both,Lewy body disease,23857558,details,HMDB0000112
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000112
Urine,Detected and Quantified,24.545 +/- 17.404 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000112
Urine,Detected and Quantified,0.75 (0.00-1.50) umol/mmol creatinine,Adult (>18 years old),Both,Hyper beta-alaninemia,MetaGene: Metabol...,details,HMDB0000112
Urine,Detected and Quantified,3.0 (1.5-4.5) umol/mmol creatinine,Children (1-13 years old),Both,Hyper beta-alaninemia,MetaGene: Metabol...,details,HMDB0000112
Urine,Detected and Quantified,118.51 (63.24 – 247.72) umol/mmol creatinine,Adult (>18 years old),Both,Type 1 diabetes Mellitus,Lorena Ivona ŞTEF...,details,HMDB0000112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001931
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0001931
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011737
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011737
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0011737
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0011737
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011170
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011170
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0011170
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0011170
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011171
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011171
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0011171
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0011171
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0034367
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0000594
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000594
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000594
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000594
Urine,Detected and Quantified,43.00 (8.00-78.00) umol/mmol creatinine,Newborn (0-30 days old),Both,Phenylketonuria,466810,details,HMDB0000594
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Lung cancer,25961003,details,HMDB0003073
Blood,Detected and Quantified,35.0 +/- 17.7 uM,Adult (>18 years old),Not Specified,Isovaleric acidemia,27329611,details,HMDB0003073
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0003073
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0003073
Blood,Detected and Quantified,2.3 (2.2-2.43) uM,Adult (>18 years old),Both,Prostate cancer,17823432,details,HMDB0001492
Blood,Detected and Quantified,6.2 (3.6-8.4) uM,Adult (>18 years old),Female,Endometrial cancer,19235557,details,HMDB0001492
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22007635,details,HMDB0001492
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0001492
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,25037050,details,HMDB0001492
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001492
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0062555
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22007635,details,HMDB0000211
Blood,Detected and Quantified,522.222 +/- 383.333 uM,Adult (>18 years old),Both,Uremia,12675874,details,HMDB0000211
Blood,Detected and Quantified,20.0 (23.0–24.0) uM,Adult (>18 years old),Both,Ribose-5-phosphate isomerase deficiency,14988808,details,HMDB0000211
Cerebrospinal Fluid (CSF),Detected and Quantified,158.8 +/- 27.2  uM,Adult (>18 years old),Both,Alzheimer's disease,8595727,details,HMDB0000211
Cerebrospinal Fluid (CSF),Detected and Quantified,158.8 +/- 27.2 uM,Not Specified,Not Specified,Alzheimer's disease,8595727,details,HMDB0000211
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000211
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000211
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000211
Urine,Detected and Quantified,20.33 +/- 13.70 umol/mmol creatinine,Adult (>18 years old),Not Specified,Cachexia,18953024,details,HMDB0000211
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000211
Urine,Detected and Quantified,42.109 +/- 37.05 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000211
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000213
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000213
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000213
Prostate Tissue,Detected and Quantified,0.5 (0.0-1.0) umol/g tissue,Adult (>18 years old),Both,Prostate Cancer,19212411,details,HMDB0002985
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,25037050,details,HMDB0001392
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001392
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0001392
Blood,Detected and Quantified,9.9 +/- 5.1 uM,Adult (>18 years old),Both,Hemodialysis,11325895,details,HMDB0001858
Blood,Detected and Quantified,186.111 +/- 95.370 uM,Adult (>18 years old),Both,Uremia,12675874,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Campylobacter jejuni infection,17314143,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Clostridium difficile infection,17314143,details,HMDB0001858
Feces,Detected and Quantified,0-3012051.907 nmol/g wet feces,Children (1-13 years old),Not Specified,Treated celiac disease,21970810,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative Colitis,17314143,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Immunoglobulin A nephropathy (IgAN) non progressor,24922509,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Immunoglobulin A nephropathy (IgAN) progressor,24922509,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Intestinal infections,14684577,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,Autism,24130822,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Both,Pervasive Developmental Disorder Not Otherwise Specified,24130822,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21761941,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,21761941,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,24811995,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn's disease,24811995,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Clostridium difficile infection,30986230,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Nonalcoholic fatty liver disease (NAFLD),23454028,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Children (1-13 years old),Not Specified,Treated celiac disease,21970810,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Crohn's disease,23867873,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Ulcerative colitis,23867873,details,HMDB0001858
Feces,Detected and Quantified,0.00197 (0.000166-0.00543) nmol/g wet feces,Not Specified,Not Specified,Irritable bowel syndrome,23867873,details,HMDB0001858
Feces,Detected and Quantified,0.00204 (0.00108-0.00888) nmol/g wet feces,Not Specified,Not Specified,Ulcerative colitis,23867873,details,HMDB0001858
Feces,Detected and Quantified,0.00461 (0.00106-0.0113) nmol/g wet feces,Not Specified,Not Specified,Crohns disease,23867873,details,HMDB0001858
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Diarrhea-predominant IBS,23516449,details,HMDB0001858
Urine,Detected and Quantified,5.14 +/- 2.998 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0001858
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,22148915,details,HMDB0001858
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25105552,details,HMDB0001858
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0001858
Blood,Detected and Quantified,35.60 +/- 22.32 uM,Adult (>18 years old),Both,Parkinson’s disease,31726035,details,HMDB0011635
Blood,Detected and Quantified,40.91 +/- 22.85 uM,Adult (>18 years old),Both,Parkinson’s disease with motor fluctuation,31726035,details,HMDB0011635
Blood,Detected and Quantified,21.79 +/- 7.44 uM,Adult (>18 years old),Both,Parkinson’s disease without motor fluctuation,31726035,details,HMDB0011635
Blood,Detected and Quantified,217.85 +/- 69.08 uM,Adult (>18 years old),Both,uremia,22626821,details,HMDB0011635
Blood,Detected and Quantified,261.0 +/- 75.5 uM,Adult (>18 years old),Both,Hemodialysis,18045861,details,HMDB0011635
Cerebrospinal Fluid (CSF),Detected and Quantified,0.32 +/- 0.53 uM,Adult (>18 years old),Both,Parkinson’s disease,31726035,details,HMDB0011635
Cerebrospinal Fluid (CSF),Detected and Quantified,0.60 +/- 0.50 uM,Adult (>18 years old),Both,Parkinson’s disease with motor fluctuation,31726035,details,HMDB0011635
Cerebrospinal Fluid (CSF),Detected and Quantified,0.16 +/- 0.11 uM,Adult (>18 years old),Both,Parkinson’s disease without motor fluctuation,31726035,details,HMDB0011635
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0011635
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011635
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0011635
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn's disease,19491857,details,HMDB0011635
Urine,Detected and Quantified,1.104 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0011635
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000822
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000822
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000822
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000822
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,19783829,details,HMDB0000020
Cerebrospinal Fluid (CSF),Detected and Quantified,0.31 +/- 0.0.03 uM,Adult (>18 years old),Not Specified,Schizophrenia,7126379,details,HMDB0000020
Cerebrospinal Fluid (CSF),Detected and Quantified,0.038 +/- 0.005 uM,Adult (>18 years old),Not Specified,Epilepsy,7126379,details,HMDB0000020
Cerebrospinal Fluid (CSF),Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,19783829,details,HMDB0000020
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000020
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,28842642,details,HMDB0000020
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn disease,28842642,details,HMDB0000020
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000020
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000020
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Breast cancer,19783829,details,HMDB0000020
Urine,Detected and Quantified,30.103 +/- 31.073 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000020
Urine,Detected and Quantified,34.998 +/- 55.908 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000020
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000020
Urine,Detected and Quantified,24.522 umol/mmol creatinine,Infant (0-1 year old),Male,Fumarase deficiency,26078636,details,HMDB0000020
Urine,Detected and Quantified,44.586 +/- 66.136 umol/mmol creatinine,Children (1-13 years old),Both,Phenylketonuria,4837567,details,HMDB0000020
Urine,Detected and Quantified,46.0719 +/- 45.329 umol/mmol creatinine,Children (1-13 years old),Both,Phenylketonuria,4837567,details,HMDB0000020
Urine,Detected and Quantified,47.558 +/- 69.108 umol/mmol creatinine,Children (1-13 years old),Both,Phenylketonuria,4837567,details,HMDB0000020
Urine,Detected and Quantified,18.772 +/- 21.602 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000020
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000020
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000020
Urine,Detected and Quantified,428.00 +/- 164.00 umol/mmol creatinine,Infant (0-1 year old),Both,Preterm infants,17684421,details,HMDB0000020
